Cidade,Ano,Fonte Energia,Indústria Predominante,Clima,Consumo MWh,Custo Unitário USD,Emissoes CO2 Ton,Perc Energia Renovavel,Residencias Atendidas,Investimento Infra Bilhoes,Emissão CO2,População Cidade
Osaka,2019,Carvão,Financeiro,Tropical,20152,21,476384,"0,2578",271033,4071,4464535,11742993
Londres,2017,Eólica,Mineração,Temperado,9721,11,105293,"0,2926",831692,4987,368193,19086784
Paris,2020,Nuclear,Agronegócio,Frio,42206,23,427868,"0,8811",554102,5,9318024,6004714
Toronto,2017,Hidrelétrica,Turismo,Desértico,16893,1,4116,"0,8619",92246,335,4077022,1305608
Vancouver,2017,Hidrelétrica,Turismo,Desértico,32468,18,99948,"0,4841",165380,4915,2902556,14214515
Sydney,2016,Eólica,Tecnologia,Mediterrâneo,17528,8,372752,"0,8623",868121,3785,2207875,18056244
Melbourne,2019,Solar,Turismo,Mediterrâneo,36393,6,42015,"0,6884",581682,136,7543168,14151367
Cidade do México,2018,Solar,Turismo,Mediterrâneo,34862,24,354395,"0,7854",832487,1279,3801623,12381102
Moscou,2023,Hidrelétrica,Financeiro,Temperado,34711,12,477502,"0,7253",931162,298,2182938,4065001
Nova York,2015,Carvão,Agronegócio,Tropical,31104,9,386517,"0,7983",430458,3422,3393126,5940253
Los Angeles,2023,Gás Natural,Agronegócio,Frio,49936,14,64736,"0,5021",883504,2374,6524775,1523760
São Paulo,2018,Hidrelétrica,Manufatura,Temperado,24905,13,432285,"0,5911",311324,3525,2572755,12334580
Rio de Janeiro,2019,Carvão,Manufatura,Temperado,18025,19,243290,"0,4119",298061,1368,1664409,752121
Berlim,2019,Nuclear,Agronegócio,Desértico,41605,11,123938,"0,1289",882330,2507,445765,9105603
Munique,2018,Solar,Mineração,Tropical,7170,19,35128,"0,1813",790284,1529,213377,2654261
Mumbai,2017,Hidrelétrica,Agronegócio,Frio,17405,7,477181,"0,1143",108125,4858,4021154,13457874
Nova Délhi,2023,Nuclear,Financeiro,Tropical,47622,17,122457,"0,8901",230383,2598,3255901,14071909
Pequim,2019,Nuclear,Tecnologia,Temperado,43118,21,179178,"0,3348",501666,3748,6244306,14852949
Xangai,2017,Gás Natural,Agronegócio,Frio,35781,16,417190,"0,1463",13866,4612,501234,16244411
Tóquio,2022,Hidrelétrica,Manufatura,Frio,33002,8,265889,"0,6174",252403,4653,3772399,16302435
Osaka,2023,Nuclear,Financeiro,Desértico,23271,17,151212,"0,7426",769844,633,555049,4029141
Londres,2015,Hidrelétrica,Agronegócio,Mediterrâneo,40676,6,305395,"0,6208",521389,1391,6156951,4294696
Paris,2023,Nuclear,Financeiro,Desértico,21423,6,28253,"0,1333",210609,234,5134765,2238761
Toronto,2018,Nuclear,Turismo,Tropical,31950,5,317160,"0,0424",710269,461,1276173,3275829
Vancouver,2018,Solar,Turismo,Mediterrâneo,6287,16,210306,"0,4356",581418,4432,1355469,4941274
Sydney,2016,Nuclear,Agronegócio,Tropical,19489,1,308110,"0,0655",212964,263,208723,18141048
Melbourne,2016,Carvão,Mineração,Frio,5056,7,318231,"0,3155",564109,1072,822574,16099706
Cidade do México,2015,Carvão,Turismo,Mediterrâneo,34793,14,328738,"0,0857",992280,112,6140857,3975350
Moscou,2021,Carvão,Tecnologia,Temperado,1137,11,30969,"0,4619",527351,262,55801,13246966
Nova York,2017,Hidrelétrica,Financeiro,Temperado,45543,12,410956,"0,7061",805131,4966,7923658,10628137
Los Angeles,2016,Eólica,Mineração,Desértico,27402,5,371963,"0,5721",699445,4542,2273004,13828491
São Paulo,2019,Nuclear,Manufatura,Mediterrâneo,36515,5,146551,"0,1737",124810,1548,1354006,3009492
Rio de Janeiro,2022,Solar,Mineração,Frio,27479,25,254453,"0,0226",202934,4503,3875816,668422
Berlim,2016,Gás Natural,Mineração,Temperado,24407,22,90959,"0,2973",242369,95,2885618,1799280
Munique,2015,Nuclear,Financeiro,Desértico,36263,8,208349,"0,2345",159676,537,3369032,15926755
Mumbai,2016,Eólica,Financeiro,Tropical,28994,11,269913,"0,1947",422358,468,6889382,1523778
Nova Délhi,2017,Solar,Turismo,Frio,43338,16,99867,"0,3113",876002,728,289240,898246
Pequim,2017,Carvão,Turismo,Temperado,44658,2,218364,"0,7412",615580,4399,6229308,15712271
Xangai,2015,Carvão,Mineração,Frio,3097,17,196655,"0,7181",710851,2412,47794,11241313
Tóquio,2018,Eólica,Manufatura,Temperado,13557,13,198621,"0,6063",986451,1748,2312828,19796726
Osaka,2020,Nuclear,Mineração,Frio,35480,22,430671,"0,8016",377775,3973,3145258,3794991
Londres,2015,Gás Natural,Manufatura,Temperado,36688,11,11544,"0,1779",428311,3054,2138501,15086400
Paris,2018,Carvão,Turismo,Temperado,2972,24,143341,"0,3115",304984,4699,123139,1284701
Toronto,2017,Nuclear,Tecnologia,Mediterrâneo,4018,2,310479,"0,0832",313836,731,279546,5141352
Vancouver,2021,Nuclear,Manufatura,Tropical,42726,12,445406,"0,7183",649470,3316,139813,8577822
Sydney,2018,Carvão,Turismo,Desértico,25894,23,382846,"0,5985",201306,3554,315266,17707957
Melbourne,2017,Eólica,Agronegócio,Tropical,40836,9,389369,"0,038",316682,3998,5324044,10396966
Cidade do México,2019,Eólica,Financeiro,Tropical,8297,1,445317,"0,4261",917016,1301,1593838,10177033
Moscou,2017,Carvão,Tecnologia,Temperado,28884,5,195560,"0,3903",195096,759,7115404,13216083
Nova York,2016,Hidrelétrica,Manufatura,Temperado,37401,14,317912,"0,8398",808118,3857,6656087,17203411
Los Angeles,2018,Hidrelétrica,Turismo,Desértico,1572,1,176065,"0,7844",291186,1574,153194,12549115
São Paulo,2020,Eólica,Manufatura,Desértico,35959,9,307780,"0,8835",687098,751,3091975,15915731
Rio de Janeiro,2017,Hidrelétrica,Tecnologia,Temperado,10525,21,47613,"0,6545",191427,3911,2480306,11482549
Berlim,2018,Nuclear,Agronegócio,Mediterrâneo,1898,25,4627,"0,5137",177317,2536,217608,511331
Munique,2021,Eólica,Financeiro,Mediterrâneo,9144,17,113033,"0,8639",375352,4835,1385623,15605351
Mumbai,2020,Nuclear,Agronegócio,Desértico,38437,13,216461,"0,7064",22038,4224,8908661,12327034
Nova Délhi,2015,Eólica,Tecnologia,Temperado,34979,14,397088,"0,7866",870183,498,3616379,3556546
Pequim,2017,Hidrelétrica,Agronegócio,Mediterrâneo,21331,23,409675,"0,0244",188770,2245,4940919,6168498
Xangai,2018,Solar,Turismo,Mediterrâneo,48916,9,158311,"0,3152",543468,1312,8177601,8832626
Tóquio,2017,Solar,Tecnologia,Mediterrâneo,37458,13,191075,"0,4868",194235,3163,5299227,16959854
Osaka,2015,Solar,Turismo,Temperado,19277,21,41555,"0,3978",75333,1198,288120,13086903
Londres,2018,Hidrelétrica,Turismo,Temperado,45981,21,386067,"0,0332",667236,3508,3476878,8167612
Paris,2019,Eólica,Tecnologia,Tropical,38725,14,29951,"0,7953",114918,2149,5595245,19419296
Toronto,2017,Carvão,Agronegócio,Frio,46816,18,74386,"0,4117",818201,1423,11215669,4669135
Vancouver,2021,Solar,Tecnologia,Frio,24376,11,243189,"0,8842",457530,1555,1426102,7404286
Sydney,2020,Carvão,Manufatura,Frio,31008,22,469405,"0,1931",597806,897,685755,14382596
Melbourne,2015,Nuclear,Turismo,Tropical,14593,9,464583,"0,1901",383764,223,1988416,8144326
Cidade do México,2022,Eólica,Mineração,Frio,48412,11,324433,"0,5474",986303,1063,218513,10367945
Moscou,2020,Eólica,Manufatura,Frio,11376,13,389801,"0,8038",166477,3307,2752938,15268758
Nova York,2021,Hidrelétrica,Financeiro,Tropical,2141,24,317541,"0,1982",472736,3021,100925,15967632
Los Angeles,2022,Nuclear,Manufatura,Temperado,47085,5,469413,"0,6453",850167,4569,9102744,725544
São Paulo,2020,Nuclear,Mineração,Frio,11229,24,493527,"0,2213",559294,2147,1268217,8432547
Rio de Janeiro,2019,Solar,Mineração,Desértico,22362,9,250817,"0,1757",464198,559,4921665,2340071
Berlim,2015,Solar,Financeiro,Temperado,5533,13,24155,"0,8129",646273,4057,970068,8673323
Munique,2020,Eólica,Financeiro,Frio,5173,11,259131,"0,3061",405554,2904,43370,7175958
Mumbai,2018,Carvão,Financeiro,Temperado,40699,2,486808,"0,6071",29086,1989,952464,17832604
Nova Délhi,2019,Gás Natural,Turismo,Frio,48323,11,493969,"0,2518",115061,724,10158818,976739
Pequim,2023,Hidrelétrica,Manufatura,Desértico,35863,19,153999,"0,5104",460559,3939,518127,17610272
Xangai,2016,Eólica,Turismo,Tropical,22660,2,162285,"0,4859",426723,387,2108427,15259519
Tóquio,2019,Hidrelétrica,Tecnologia,Temperado,20261,9,135708,"0,8033",410014,4379,4152343,19095598
Osaka,2022,Solar,Tecnologia,Desértico,29447,15,274478,"0,4283",679638,4824,5119798,15409778
Londres,2018,Hidrelétrica,Agronegócio,Tropical,14002,9,287766,"0,3445",39193,2738,736511,7125579
Paris,2022,Hidrelétrica,Financeiro,Frio,22560,9,293923,"0,8662",743878,1796,4875979,15052045
Toronto,2018,Gás Natural,Financeiro,Desértico,25835,23,239375,"0,4832",155767,2221,5932156,16723419
Vancouver,2021,Eólica,Agronegócio,Frio,11454,14,218884,"0,4535",603421,2086,789396,5301623
Sydney,2016,Eólica,Turismo,Desértico,10498,12,159604,"0,6882",187386,2501,1486224,18711705
Melbourne,2018,Gás Natural,Agronegócio,Frio,25351,1,127080,"0,4655",419012,198,4014441,4455238
Cidade do México,2018,Carvão,Turismo,Desértico,11990,2,474765,"0,0575",566508,494,2531085,2104782
Moscou,2023,Hidrelétrica,Financeiro,Tropical,36159,11,190642,"0,3022",642948,4045,490350,13871929
Nova York,2021,Solar,Tecnologia,Mediterrâneo,44955,9,124401,"0,5616",316448,3771,9570641,6853331
Los Angeles,2020,Solar,Tecnologia,Desértico,8105,17,175015,"0,1645",176320,1592,1422248,4691557
São Paulo,2015,Solar,Manufatura,Tropical,47509,19,455724,"0,088",700069,325,11790411,11431194
Rio de Janeiro,2022,Gás Natural,Turismo,Frio,8817,6,377607,"0,8417",520009,275,1080879,3907142
Berlim,2018,Nuclear,Turismo,Temperado,17271,12,156040,"0,1087",634550,3367,244307,2217195
Munique,2020,Gás Natural,Manufatura,Temperado,15648,1,160474,"0,1459",157360,889,1932028,12077614
Mumbai,2019,Hidrelétrica,Financeiro,Tropical,2585,7,285820,"0,2452",743965,1613,122663,10562084
Nova Délhi,2015,Hidrelétrica,Agronegócio,Temperado,3956,18,391826,"0,8118",541886,877,197445,17238200
Pequim,2016,Eólica,Tecnologia,Desértico,48762,24,77154,"0,6832",614551,3202,11135236,18093694
Xangai,2021,Carvão,Manufatura,Desértico,29013,5,240910,"0,4921",38133,4067,3161537,18170431
Tóquio,2020,Solar,Turismo,Tropical,11300,6,433193,"0,3857",847995,3207,2458937,3430682
Osaka,2019,Carvão,Financeiro,Temperado,15778,11,430190,"0,3878",133255,3788,2273757,8879359
Londres,2016,Gás Natural,Manufatura,Mediterrâneo,43415,11,283743,"0,6474",249291,4747,8521862,6362054
Paris,2020,Nuclear,Mineração,Frio,9590,23,172151,"0,4787",153396,3262,1503016,18156121
Toronto,2022,Nuclear,Financeiro,Mediterrâneo,31345,12,384059,"0,2638",986508,1545,6231086,15827447
Vancouver,2020,Eólica,Financeiro,Desértico,21572,6,91200,"0,5197",945375,1272,3789542,15780566
Sydney,2023,Hidrelétrica,Tecnologia,Frio,38541,7,413807,"0,0666",779589,4515,1955019,2994043
Melbourne,2022,Nuclear,Financeiro,Mediterrâneo,37615,7,295664,"0,6582",767327,160,4633065,7585109
Cidade do México,2022,Hidrelétrica,Agronegócio,Temperado,28890,7,422103,"0,8176",418440,3676,250863,14340915
Moscou,2016,Nuclear,Agronegócio,Desértico,40851,16,456359,"0,7922",140020,4144,2833856,12240119
Nova York,2020,Eólica,Manufatura,Mediterrâneo,9813,23,227594,"0,4041",161794,2209,849822,13237955
Los Angeles,2020,Gás Natural,Tecnologia,Temperado,31391,9,126734,"0,8082",555334,2841,6064877,11031411
São Paulo,2023,Nuclear,Manufatura,Tropical,45027,14,69562,"0,7205",247516,276,5677758,17247958
Rio de Janeiro,2018,Nuclear,Manufatura,Temperado,22905,6,31484,"0,8036",778375,1337,3996469,3739719
Berlim,2017,Eólica,Turismo,Temperado,13995,7,403377,"0,4141",363807,3756,920641,13285456
Munique,2021,Carvão,Turismo,Desértico,25727,12,15710,"0,0235",841882,3345,1674434,3218142
Mumbai,2022,Solar,Financeiro,Frio,16075,2,377577,"0,4108",81043,1397,2504022,18018195
Nova Délhi,2020,Eólica,Manufatura,Desértico,10472,23,89129,"0,1917",695136,1962,735647,2305249
Pequim,2018,Solar,Manufatura,Temperado,5117,11,245859,"0,2008",793756,4726,1180971,2553566
Xangai,2023,Nuclear,Tecnologia,Tropical,49274,8,119125,"0,0699",741643,749,12074571,12205004
Tóquio,2019,Solar,Financeiro,Mediterrâneo,5620,14,50547,"0,2506",595159,3911,141181,18008034
Osaka,2022,Gás Natural,Agronegócio,Tropical,42576,15,428942,"0,5569",972366,3601,3683959,13806527
Londres,2022,Hidrelétrica,Mineração,Desértico,48293,22,106166,"0,1969",376016,687,4839528,5379994
Paris,2017,Hidrelétrica,Financeiro,Mediterrâneo,41197,5,321356,"0,0578",348206,103,8144483,8083831
Toronto,2017,Gás Natural,Manufatura,Frio,4247,17,135742,"0,0334",148690,1061,813483,1459563
Vancouver,2022,Solar,Manufatura,Frio,46110,14,245216,"0,7627",758299,4381,9176319,10912101
Sydney,2023,Nuclear,Turismo,Tropical,25375,12,436176,"0,7019",476351,3903,1426291,15523125
Melbourne,2018,Carvão,Turismo,Desértico,25072,6,96042,"0,5126",679989,4086,4920639,15624149
Cidade do México,2023,Eólica,Turismo,Desértico,34759,11,415070,"0,4465",784096,4669,118921,2173851
Moscou,2023,Eólica,Manufatura,Mediterrâneo,33651,16,482372,"0,5172",344527,489,2630985,18263559
Nova York,2017,Nuclear,Tecnologia,Mediterrâneo,12373,7,49154,"0,1672",972933,2801,1241302,16202118
Los Angeles,2022,Nuclear,Mineração,Temperado,31288,15,301273,"0,2108",612953,3711,870528,15170710
São Paulo,2021,Carvão,Financeiro,Mediterrâneo,45420,24,282679,"0,7406",105777,25,5655393,4155040
Rio de Janeiro,2018,Eólica,Tecnologia,Frio,2326,22,486967,"0,8561",159035,2782,533133,17484118
Berlim,2018,Gás Natural,Mineração,Mediterrâneo,22999,22,427005,"0,7656",114081,3227,5116969,16967420
Munique,2015,Gás Natural,Mineração,Temperado,22614,5,407288,"0,5625",287698,4853,54656,3057426
Mumbai,2021,Nuclear,Financeiro,Mediterrâneo,18457,18,45574,"0,4044",668873,53,2710009,8749815
Nova Délhi,2017,Nuclear,Tecnologia,Mediterrâneo,44245,7,351053,"0,5814",128468,1028,6215674,4120896
Pequim,2022,Nuclear,Manufatura,Frio,37144,6,398663,"0,4695",371832,2251,3976904,3784650
Xangai,2017,Nuclear,Turismo,Tropical,30330,17,251071,"0,4029",448276,3401,2113636,3489612
Tóquio,2020,Carvão,Turismo,Frio,6999,8,335170,"0,7922",481362,2663,85598,4771724
Osaka,2023,Gás Natural,Manufatura,Mediterrâneo,9005,5,165786,"0,3156",737627,4314,1196014,3015901
Londres,2022,Eólica,Agronegócio,Desértico,19859,12,304222,"0,6692",966444,4387,3235536,7929261
Paris,2017,Eólica,Turismo,Temperado,1602,15,307863,"0,7759",119734,4389,64939,7816894
Toronto,2017,Hidrelétrica,Manufatura,Mediterrâneo,25058,7,93517,"0,4994",366557,548,5879952,8543823
Vancouver,2022,Nuclear,Manufatura,Desértico,16695,1,479355,"0,6686",211231,2457,1216608,4534480
Sydney,2019,Carvão,Turismo,Frio,40014,7,47938,"0,6594",576035,4639,4228627,8175721
Melbourne,2016,Gás Natural,Tecnologia,Desértico,44376,23,454261,"0,0519",474345,348,10289016,13238842
Cidade do México,2015,Solar,Agronegócio,Tropical,5153,15,238594,"0,4881",974340,2665,1108614,17697867
Moscou,2021,Eólica,Tecnologia,Mediterrâneo,21702,2,486732,"0,7764",588413,2308,4832233,2946328
Nova York,2015,Gás Natural,Manufatura,Tropical,15190,11,267622,"0,6902",41961,1734,1234832,4786504
Los Angeles,2019,Carvão,Agronegócio,Desértico,3247,2,412313,"0,7112",654575,1569,196466,14065033
São Paulo,2020,Nuclear,Manufatura,Desértico,33345,1,285974,"0,7606",608750,631,749031,7101979
Rio de Janeiro,2016,Solar,Tecnologia,Desértico,32248,1,68913,"0,4437",870095,4425,2128165,13161058
Berlim,2020,Solar,Tecnologia,Frio,43045,6,131420,"0,1829",57132,1107,458119,12828978
Munique,2022,Carvão,Mineração,Frio,38559,6,135985,"0,8814",941602,2779,8364041,14916287
Mumbai,2015,Carvão,Manufatura,Frio,40215,9,472955,"0,7157",725695,1158,6361697,16753818
Nova Délhi,2018,Gás Natural,Manufatura,Mediterrâneo,4581,11,218381,"0,5084",552607,3229,555861,18941963
Pequim,2016,Eólica,Mineração,Mediterrâneo,40621,23,398524,"0,6115",238766,556,9026431,8262531
Xangai,2021,Nuclear,Mineração,Tropical,47973,13,284622,"0,0715",451331,259,3025376,15270255
Tóquio,2017,Eólica,Mineração,Tropical,39048,1,382517,"0,3194",546304,4034,990682,15882605
Osaka,2015,Eólica,Manufatura,Tropical,29495,13,347459,"0,6514",545059,4227,643482,5195702
Londres,2022,Eólica,Agronegócio,Tropical,30738,6,128925,"0,5175",949499,3217,5101153,19513378
Paris,2017,Carvão,Tecnologia,Mediterrâneo,14293,15,494723,"0,8174",220371,2347,512355,17751911
Toronto,2022,Solar,Turismo,Temperado,47152,18,481528,"0,6417",915370,3324,1501697,8939640
Vancouver,2023,Gás Natural,Agronegócio,Desértico,33213,24,49734,"0,7892",758153,1792,953659,7774544
Sydney,2020,Eólica,Financeiro,Mediterrâneo,1879,2,67533,"0,6229",479531,316,327901,15194391
Melbourne,2018,Carvão,Turismo,Mediterrâneo,33288,13,380669,"0,2844",148494,1501,3670738,8663569
Cidade do México,2023,Gás Natural,Manufatura,Frio,15400,2,107905,"0,1143",590896,1758,3346775,14266851
Moscou,2023,Nuclear,Mineração,Desértico,31825,13,406915,"0,1857",936328,4867,4228646,17396198
Nova York,2022,Hidrelétrica,Financeiro,Temperado,18436,9,365396,"0,1131",36865,2156,37011,7615319
Los Angeles,2015,Solar,Agronegócio,Temperado,36602,7,276669,"0,1457",836124,461,6216852,11058367
São Paulo,2020,Nuclear,Tecnologia,Temperado,29364,9,450723,"0,6257",10257,1789,4796205,10316618
Rio de Janeiro,2016,Eólica,Turismo,Frio,34988,19,487410,"0,4384",703260,4108,4162629,7279426
Berlim,2019,Solar,Agronegócio,Frio,32232,16,23215,"0,7236",924439,1342,5972854,9909203
Munique,2022,Hidrelétrica,Manufatura,Desértico,31084,23,216992,"0,7838",932012,4021,3380015,4144186
Mumbai,2019,Carvão,Turismo,Tropical,15707,11,405906,"0,7438",243191,3894,909997,9975754
Nova Délhi,2021,Solar,Tecnologia,Tropical,18080,13,358941,"0,3551",62408,2792,3041013,16754820
Pequim,2020,Carvão,Turismo,Frio,17992,2,349337,"0,6117",729050,1198,4247734,11148934
Xangai,2020,Solar,Turismo,Mediterrâneo,24416,17,240725,"0,5403",449241,1354,935707,9730058
Tóquio,2020,Gás Natural,Financeiro,Desértico,21947,8,464064,"0,5957",541468,364,1002739,1478990
Osaka,2022,Carvão,Manufatura,Frio,10749,17,358193,"0,7449",715268,217,255972,12844155
Londres,2022,Eólica,Agronegócio,Desértico,13931,2,96069,"0,4608",276235,223,1846195,14150144
Paris,2018,Hidrelétrica,Financeiro,Temperado,13781,7,326168,"0,2906",966871,2132,320738,7175537
Toronto,2015,Gás Natural,Turismo,Mediterrâneo,3495,15,470866,"0,6831",220782,666,606237,4057776
Vancouver,2016,Nuclear,Agronegócio,Desértico,16504,18,388590,"0,2678",757274,1216,815428,4701024
Sydney,2016,Carvão,Financeiro,Desértico,43583,2,4213,"0,7352",109526,2581,975848,1144146
Melbourne,2018,Eólica,Financeiro,Mediterrâneo,33916,1,155702,"0,1091",448219,2368,2874053,16441479
Cidade do México,2017,Eólica,Mineração,Mediterrâneo,41573,17,472838,"0,5798",346562,1745,9701582,10603266
Moscou,2022,Hidrelétrica,Turismo,Frio,46113,19,206750,"0,7391",175914,1399,10431306,1104648
Nova York,2019,Carvão,Mineração,Frio,31797,6,261014,"0,0863",732443,2467,623361,13167355
Los Angeles,2018,Nuclear,Turismo,Desértico,22344,6,1776,"0,0586",793162,1434,5065236,11197750
São Paulo,2016,Hidrelétrica,Mineração,Frio,14517,16,322894,"0,5345",525684,2819,1246954,17493763
Rio de Janeiro,2017,Gás Natural,Turismo,Mediterrâneo,37755,6,400951,"0,4411",661235,4149,4591602,13740345
Berlim,2015,Hidrelétrica,Agronegócio,Mediterrâneo,37084,19,193469,"0,8236",877309,3025,4334328,3608231
Munique,2015,Eólica,Mineração,Tropical,47878,2,366468,"0,8885",378029,4787,85904,9692880
Mumbai,2020,Hidrelétrica,Manufatura,Temperado,32610,7,26937,"0,8561",495991,533,6213001,1963860
Nova Délhi,2018,Hidrelétrica,Mineração,Temperado,41306,17,244418,"0,1376",722400,159,194026,14083194
Pequim,2021,Hidrelétrica,Turismo,Frio,953,23,411956,"0,7005",576380,4678,133683,19484478
Xangai,2016,Carvão,Agronegócio,Tropical,16871,22,261017,"0,4453",609600,1273,1664062,16516406
Tóquio,2015,Carvão,Manufatura,Frio,12639,21,137319,"0,5027",490283,2626,2991383,12505086
Osaka,2016,Hidrelétrica,Tecnologia,Desértico,9547,21,250522,"0,1905",425803,139,247042,10891081
Londres,2023,Hidrelétrica,Financeiro,Desértico,47191,9,390891,"0,3466",434283,3564,5497226,4487827
Paris,2019,Carvão,Agronegócio,Temperado,42868,8,467947,"0,7101",254050,1868,4905639,10129994
Toronto,2021,Solar,Tecnologia,Desértico,13432,14,391565,"0,6585",627829,2726,1712469,3610179
Vancouver,2019,Nuclear,Manufatura,Temperado,10871,6,199575,"0,7861",908098,4991,1486003,19615951
Sydney,2019,Carvão,Manufatura,Desértico,39189,22,241747,"0,3741",154037,3246,7825352,19116619
Melbourne,2016,Nuclear,Tecnologia,Frio,43585,8,497372,"0,2647",8746,409,6261287,11226104
Cidade do México,2023,Nuclear,Agronegócio,Mediterrâneo,30370,16,266023,"0,1307",366061,97,1412738,5347564
Moscou,2020,Nuclear,Turismo,Frio,27928,22,199662,"0,4181",760995,1799,1058366,1259238
Nova York,2020,Solar,Financeiro,Temperado,13067,11,312586,"0,3011",234074,4759,1221495,4102905
Los Angeles,2020,Carvão,Tecnologia,Temperado,40817,14,226681,"0,5757",765601,773,722945,8427248
São Paulo,2016,Solar,Agronegócio,Tropical,6414,7,375050,"0,3669",237562,1926,1164121,8452042
Rio de Janeiro,2021,Carvão,Turismo,Frio,3679,2,259107,"0,5682",989076,1257,619244,9305261
Berlim,2021,Solar,Manufatura,Temperado,863,1,359678,"0,8955",904749,2063,4845,7918774
Munique,2017,Eólica,Financeiro,Temperado,10335,8,89775,"0,7301",774779,1976,2321676,3681240
Mumbai,2020,Nuclear,Manufatura,Frio,39169,6,239431,"0,7897",856138,31,4187994,6476915
Nova Délhi,2022,Gás Natural,Manufatura,Tropical,4311,17,465708,"0,7265",739263,1087,935875,6979692
Pequim,2019,Nuclear,Tecnologia,Temperado,5161,13,12746,"0,3944",369895,4092,603884,15726489
Xangai,2017,Hidrelétrica,Financeiro,Tropical,19560,14,135942,"0,2966",765046,1374,4276486,13008264
Tóquio,2016,Hidrelétrica,Agronegócio,Mediterrâneo,20052,2,141969,"0,2395",994815,1435,1582773,4990537
Osaka,2019,Solar,Turismo,Desértico,15919,25,67453,"0,0648",329132,787,785062,11682124
Londres,2015,Nuclear,Agronegócio,Tropical,34694,6,101230,"0,3046",995472,1016,6079641,945001
Paris,2018,Carvão,Financeiro,Mediterrâneo,29870,9,102356,"0,6182",728034,388,5529544,13886058
Toronto,2020,Eólica,Manufatura,Mediterrâneo,37186,22,374205,"0,2885",953528,4136,2825542,1514094
Vancouver,2023,Carvão,Agronegócio,Mediterrâneo,5171,1,413417,"0,3861",584551,3076,304436,1895337
Sydney,2017,Gás Natural,Manufatura,Mediterrâneo,15612,15,217944,"0,0598",143242,2915,395758,5260324
Melbourne,2017,Solar,Tecnologia,Tropical,34686,18,173746,"0,6077",254789,266,2913886,10863921
Cidade do México,2018,Solar,Mineração,Temperado,47175,19,34478,"0,1592",864662,2446,1486641,10212052
Moscou,2015,Eólica,Manufatura,Desértico,48407,8,281912,"0,7795",332554,209,1920706,14621037
Nova York,2020,Eólica,Financeiro,Temperado,26066,6,348110,"0,0692",399980,1549,587517,7204349
Los Angeles,2019,Solar,Turismo,Desértico,34334,16,72992,"0,5387",883964,3027,4150654,10131373
São Paulo,2018,Gás Natural,Manufatura,Mediterrâneo,6622,16,79885,"0,8296",272962,3742,1182697,11699671
Rio de Janeiro,2018,Nuclear,Manufatura,Desértico,38022,12,346291,"0,1363",78632,158,6223169,16129487
Berlim,2017,Hidrelétrica,Financeiro,Tropical,2601,8,369676,"0,2638",618567,1021,335243,3678052
Munique,2017,Eólica,Turismo,Desértico,7106,17,433384,"0,1345",422510,2169,383208,11716585
Mumbai,2018,Solar,Manufatura,Mediterrâneo,32394,13,211493,"0,6237",704340,1426,2771035,617353
Nova Délhi,2020,Carvão,Tecnologia,Mediterrâneo,33128,9,252195,"0,2357",47602,2775,347491,19636291
Pequim,2017,Nuclear,Turismo,Frio,49194,7,355292,"0,1405",923163,176,11835387,6655423
Xangai,2021,Eólica,Manufatura,Tropical,1670,17,332076,"0,1949",474100,410,225758,2197593
Tóquio,2022,Carvão,Financeiro,Mediterrâneo,30593,7,101386,"0,7572",656669,1046,409518,16222413
Osaka,2023,Hidrelétrica,Agronegócio,Tropical,7310,17,406906,"0,5472",65023,4555,100647,1876823
Londres,2020,Solar,Manufatura,Mediterrâneo,7206,9,228540,"0,5221",499346,3892,86035,18104092
Paris,2023,Eólica,Financeiro,Desértico,29235,18,251625,"0,1479",443690,3214,612763,13902211
Toronto,2021,Hidrelétrica,Agronegócio,Mediterrâneo,40156,21,257663,"0,1829",46433,4199,4828553,5800378
Vancouver,2016,Solar,Financeiro,Temperado,12355,11,122093,"0,6346",568532,4716,999129,9156229
Sydney,2018,Solar,Agronegócio,Tropical,22419,16,251868,"0,7274",544683,112,3494128,3545003
Melbourne,2017,Hidrelétrica,Mineração,Desértico,18794,18,163930,"0,1781",63572,466,3827769,8307151
Cidade do México,2023,Solar,Financeiro,Desértico,46793,19,269877,"0,2574",38067,4189,4899336,7321214
Moscou,2015,Nuclear,Mineração,Temperado,8078,21,243506,"0,0469",595485,4356,1942649,5923970
Nova York,2023,Solar,Mineração,Frio,5795,16,232086,"0,5629",588337,4602,443147,17225750
Los Angeles,2017,Gás Natural,Turismo,Temperado,32193,25,214418,"0,2419",930038,4499,4364828,11212963
São Paulo,2020,Nuclear,Turismo,Tropical,20313,12,161248,"0,3558",143439,3391,1769644,7781371
Rio de Janeiro,2015,Solar,Manufatura,Desértico,38452,14,334516,"0,0195",507957,2208,1707567,5372476
Berlim,2019,Nuclear,Mineração,Temperado,29678,23,319025,"0,6082",898437,1638,564009,4549064
Munique,2016,Hidrelétrica,Agronegócio,Frio,17122,18,357303,"0,4978",862874,3075,1861762,5251924
Mumbai,2016,Hidrelétrica,Tecnologia,Desértico,5244,9,63482,"0,0291",337142,2181,925272,12666548
Nova Délhi,2021,Eólica,Financeiro,Tropical,16132,8,107753,"0,8623",247816,1138,3906667,9737889
Pequim,2015,Nuclear,Agronegócio,Desértico,29114,16,441769,"0,0834",262882,3492,5440751,17144881
Xangai,2023,Solar,Agronegócio,Temperado,17122,12,168410,"0,2664",649804,4583,2687774,10216869
